51.818154,-3.009028
51.516839,-0.268485
51.402269,-1.136495
51.639428,-1.24252
51.406308,-0.676441
51.867514,-1.563929
51.999192,-2.108764
51.436435,-0.468842
51.339543,-2.282179
51.499444,-2.698611
50.779854,-3.004243
51.615081,-3.810186
52.060692,-1.327812
51.471517,-0.251842
51.466855,-0.241023
51.402718,-3.261117
51.397417,-3.284036
51.377598,-2.356521
51.440958,-2.592685
51.379447,-1.59897
50.446268,-4.662132
51.412956,-0.751301
51.344768,-2.252798
51.487537,-0.310004
51.506662,-3.574975
51.1279,-2.990229
51.513838,-2.539715
51.448889,-2.579444
51.638522,-3.819929
51.1117,-2.44732
50.400065,-4.791381
51.523327,-0.647137
51.672282,-4.098833
51.412181,-3.248722
51.584516,-2.760185
51.717608,-2.359276
50.210074,-5.2982
51.475464,-3.180008
51.522893,-0.331455
51.099893,-2.522219
51.872296,-1.489723
51.896761,-2.100392
51.64022,-2.671003
51.462384,-2.115689
51.480868,-0.267707
51.570406,-1.158815
51.464985,-0.170575
51.464445,-2.611111
51.446107,-3.189056
52.079861,-2.356734
51.832628,-1.394047
50.873568,-2.778558
51.653459,-1.236566
51.657728,-3.016131
50.581228,-3.463542
50.599572,-3.443577
50.378542,-4.169707
51.611126,-1.242771
51.431229,-3.219185
50.382391,-4.176068
51.516327,-0.330181
51.514712,-0.300259
51.44087,-0.917069
51.437627,-3.206569
51.429607,-0.545992
52.098619,-1.947715
50.727187,-3.531852
50.729605,-3.543835
50.717572,-3.539563
51.447975,-0.409577
50.786461,-3.284946
51.768638,-4.369184
51.503137,-2.563892
51.852792,-1.469592
51.341794,-2.300595
51.2263,-2.3107
51.865531,-2.238232
51.521515,-1.133313
51.467061,-3.18961
52.109405,-2.318069
51.824686,-1.372717
51.511801,-0.338761
51.503027,-0.418474
50.185762,-5.419679
52.0616,-2.70836
51.918767,-1.299312
51.217835,-2.972056
52.10165,-1.833749
50.796738,-3.18687
51.462165,-0.361704
51.414622,-1.510963
51.474608,-0.337353
51.508628,-0.506933
50.393563,-3.905463
51.676564,-2.023039
51.489718,-0.288209
50.389699,-4.179681
51.418221,-2.496231
51.734516,-4.318007
51.902494,-1.628659
52.021176,-1.281098
51.402609,-1.44544
51.50789,-0.541081
51.459167,-2.564167
52.045244,-2.425547
50.447036,-4.470054
51.691504,-4.078569
51.53761,-3.441616
51.661467,-3.886024
51.409662,-3.481492
51.385273,-0.594631
50.406969,-4.666201
50.39038,-4.748465
51.714265,-2.530555
51.518505,-0.72232
52.125866,-2.319589
51.407608,-0.725272
51.379962,-2.144675
50.426459,-4.409298
51.396072,-1.178486
51.4684,-2.59887
51.992402,-1.700426
51.468029,-0.268013
51.419649,-2.749873
51.66195,-3.807496
51.398745,-1.307012
51.397595,-1.322585
51.589237,-3.000055
50.413407,-5.074591
50.529761,-3.599176
51.476409,-3.201069
51.465505,-0.285789
51.379174,-2.380002
51.754058,-1.270443
51.518239,-0.180791
50.43406,-3.565072
51.485372,-1.090554
50.355741,-4.704621
51.432757,-2.609127
51.525742,-2.562272
51.684048,-4.248796
51.524916,-3.499943
50.122887,-5.531809
52.130777,-2.072449
51.342235,-1.770652
51.556703,-2.627854
50.737839,-3.470765
50.37818,-4.142353
51.523901,-3.392219
51.69742,-3.013535
51.592948,-3.782449
51.461051,-0.21541
51.525418,-3.697965
51.475003,-0.14672
50.404148,-5.029111
51.68542,-1.240248
51.458734,-0.966337
51.45488,-0.990588
51.4683,-2.5994
50.233148,-5.225911
51.387133,-3.35023
51.463033,-0.300643
50.418642,-4.830675
50.406995,-4.209488
51.538821,-3.589761
51.479444,-2.649444
51.5599,-2.6643
51.584349,-2.777227
51.866052,-1.592895
51.484444,-2.678889
51.661596,-3.84628
51.51182,-0.590131
51.533203,-0.336378
51.506177,-0.37731
51.511944,-2.696667
50.33953,-4.788998
50.401495,-4.186966
50.398761,-4.941506
50.170473,-5.444177
50.394283,-4.308554
50.730954,-3.52264
51.454682,-0.320976
51.432365,-0.503009
51.4676,-2.566666
50.627705,-3.447674
51.746076,-2.279711
51.744597,-2.219353
51.392233,-0.633541
51.626242,-3.939564
51.565614,-1.785517
51.481399,-0.325481
51.881478,-1.297553
51.523208,-0.682323
51.023266,-3.103253
50.548257,-3.494667
51.393928,-1.241985
51.433552,-1.073803
51.471806,-1.029841
50.916506,-3.360395
51.547512,-3.595148
50.46105,-3.543356
50.472884,-3.5463
50.436318,-3.688301
51.320198,-2.214584
50.263979,-5.06454
51.450778,-0.328662
51.47508,-0.863895
51.486033,-0.122907
51.401347,-0.562313
51.460953,-0.188054
51.501978,-0.114718
51.509804,-0.471501
51.513519,-0.320547
51.2665,-2.1995
51.348353,-2.942968
51.344386,-2.971906
50.767913,-3.354197
51.449374,-0.356802
51.519939,-3.580285
51.430544,-0.877474
51.436865,-0.892026
51.411602,-0.842789
52.195356,-2.22071
52.19474,-2.209065
51.357888,-2.90917
51.541028,-2.432375
51.39067,-2.828182
50.924953,-2.612103
50.9447,-2.6131

